author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
ПИК;developer;https://www.cian.ru/sale/flat/287096226/;Москва;sale;flat;18;21;1;33.6;335700;11279520;Тимирязевский;3-й Нижнелихоборский проезд;Окружная;Большая Академическая 85
Пионер;developer;https://www.cian.ru/sale/flat/283969797/;Москва;sale;flat;-1;-1;-1;202.0;80123;16185044;Марьина роща;Полковая;Савёловская;PRIDE
Д-Инвест;developer;https://www.cian.ru/sale/flat/272751487/;Москва;sale;flat;4;18;1;32.2;288000;9273600;Останкинский;;Ботанический сад;Легендарный квартал ЖК
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/280650585/;Москва;sale;flat;5;9;1;55.1;498267;27454545;Кунцево;Академика Павлова;Молодёжная;TWICE
ПИК;developer;https://www.cian.ru/sale/flat/283073215/;Москва;sale;flat;4;33;1;41.4;376225;15575715;Кунцево;Академика Павлова;Крылатское;Академика Павлова
А101;developer;https://www.cian.ru/sale/flat/281573998/;Москва;sale;flat;10;16;1;36.9;296659;10946728;;;Прокшино;
ПИК;developer;https://www.cian.ru/sale/flat/278396514/;Москва;sale;flat;21;33;1;41.5;385416;15994764;Кунцево;Академика Павлова;Крылатское;Академика Павлова
А101;developer;https://www.cian.ru/sale/flat/273873706/;Москва;sale;flat;16;30;1;36.1;278068;10038267;Южное Бутово;к2.3;Бунинская аллея;Южные Сады ЖК
ПИК;developer;https://www.cian.ru/sale/flat/277431987/;Москва;sale;flat;9;33;1;32.3;260074;8400422;Метрогородок;к1/2;Бульвар Рокоссовского;Открытый Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/270792427/;Москва;sale;flat;31;33;1;41.6;386223;16066918;Кунцево;Академика Павлова;Крылатское;Академика Павлова
ПИК;developer;https://www.cian.ru/sale/flat/274774422/;Москва;sale;flat;17;33;1;31.3;316735;9913836;Нагатино-Садовники;к1.1;Нагатинская;Второй Нагатинский ЖК
Upside Development;developer;https://www.cian.ru/sale/flat/273638276/;Москва;sale;flat;6;8;1;37.14;221300;8219082;Бибирево;Корнейчука;Медведково;Clementine
ID 96167522;realtor;https://www.cian.ru/sale/flat/279847997/;Москва;sale;flat;3;9;1;26.5;277830;7362500;Люблино;Верхние Поля;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/278816863/;Москва;sale;flat;5;9;1;29.6;265929;7871500;Люблино;Верхние Поля;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/278819371/;Москва;sale;flat;2;9;1;25.3;236561;5985000;Люблино;Верхние Поля;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/278821154/;Москва;sale;flat;6;9;1;25.0;243200;6080000;Люблино;Верхние Поля;Братиславская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/286929845/;Москва;sale;flat;2;8;1;48.5;412164;19990000;Замоскворечье;Космодамианская набережная;Павелецкая;
ID 12564578;homeowner;https://www.cian.ru/sale/flat/273314840/;Москва;sale;flat;9;9;1;31.2;365384;11400000;Даниловский;Дербеневская набережная;Павелецкая;
ID 96167522;realtor;https://www.cian.ru/sale/flat/278820310/;Москва;sale;flat;4;9;1;25.0;243200;6080000;Люблино;Верхние Поля;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/285804531/;Москва;sale;flat;9;9;1;26.4;284280;7505000;Люблино;Верхние Поля;Братиславская;
ПИК;developer;https://www.cian.ru/sale/flat/284096065/;Москва;sale;flat;3;17;1;32.5;212100;6893250;Южное Бутово;;Щербинка;Никольские Луга ЖК
ID 96167522;realtor;https://www.cian.ru/sale/flat/284408968/;Москва;sale;flat;1;9;1;25.3;222351;5625500;Люблино;Верхние Поля;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/279846898/;Москва;sale;flat;1;9;1;25.8;224612;5795000;Люблино;Верхние Поля;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/278821463/;Москва;sale;flat;9;9;1;25.2;242559;6112500;Люблино;Верхние Поля;Братиславская;
ID 13544436;realtor;https://www.cian.ru/sale/flat/287014503/;Москва;sale;flat;2;6;1;38.0;225789;8580000;;;Филатов Луг;
ФСК;developer;https://www.cian.ru/sale/flat/271319121/;Москва;sale;flat;-1;-1;-1;1.0;17343400;17343400;Хорошевский;Зорге;Зорге;Рихард
Realty Point - Точка недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/286182757/;Москва;sale;flat;14;16;1;27.2;256985;6990000;;;Прокшино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/280331173/;Москва;sale;flat;14;23;1;39.4;304314;11990000;Солнцево;Производственная;Солнцево;Лучи
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/286022522/;Москва;sale;flat;10;13;1;38.8;265463;10300000;Новогиреево;Зеленый проспект;Новогиреево;
KR Properties;developer;https://www.cian.ru/sale/flat/275220055/;Москва;sale;flat;4;5;1;61.5;978400;60171600;Хамовники;Зубовская;Парк Культуры;Metropol Serviced Residences
Экран;developer;https://www.cian.ru/sale/flat/280422655/;Москва;sale;flat;2;4;1;115.21;2574274;296582222;Замоскворечье;;Третьяковская;Русские Сезоны ЖК
ПИК;developer;https://www.cian.ru/sale/flat/283223146/;Москва;sale;flat;20;21;1;33.6;337600;11343360;Тимирязевский;3-й Нижнелихоборский проезд;Окружная;Большая Академическая 85
Upside Development;developer;https://www.cian.ru/sale/flat/276735646/;Москва;sale;flat;1;8;1;34.57;202200;6990054;Бибирево;Корнейчука;Медведково;Clementine
Группа ЛСР;developer;https://www.cian.ru/sale/flat/276171198/;Москва;sale;flat;7;52;1;33.8;340862;11521169;Москворечье-Сабурово;;Москворечье;Вэйв ЖК
ID 13544436;realtor;https://www.cian.ru/sale/flat/287284808/;Москва;sale;flat;2;5;1;40.0;217000;8680000;;;Филатов Луг;
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/286925719/;Москва;sale;flat;1;18;1;38.0;302631;11500000;Ломоносовский;Академика Пилюгина;Новые Черёмушки;
ПИК;developer;https://www.cian.ru/sale/flat/275623295/;Москва;sale;flat;17;33;1;34.26;286132;9802916;Нижегородский;;Нижегородская;Перовское 2 ЖК
Логос;developer;https://www.cian.ru/sale/flat/286009746/;Москва;sale;flat;4;13;1;39.8;513994;20456968;Даниловский;Подольское шоссе;Тульская;Logos
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/286944811/;Москва;sale;flat;3;6;1;86.0;2218023;190750000;Хамовники;3-й Обыденский переулок;;Обыденский №1
ПИК;developer;https://www.cian.ru/sale/flat/274344677/;Москва;sale;flat;22;26;1;39.3;411675;16178866;Лефортово;Красноказарменная;Лефортово;Красноказарменная 15
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/280748927/;Москва;sale;flat;2;6;1;48.77;882200;43024894;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
ПИК;developer;https://www.cian.ru/sale/flat/279627221/;Москва;sale;flat;20;21;1;31.8;376300;11966340;Тимирязевский;3-й Нижнелихоборский проезд;Окружная;Большая Академическая 85
ПИК;developer;https://www.cian.ru/sale/flat/274209038/;Москва;sale;flat;21;33;1;32.3;270982;8752750;Очаково-Матвеевское;к1.2;Давыдково;Новое Очаково ЖК
ПИК;developer;https://www.cian.ru/sale/flat/287053680/;Москва;sale;flat;4;28;1;32.2;282496;9096403;Гольяново;;Черкизовская;Амурский парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/284914645/;Москва;sale;flat;10;24;1;32.1;321482;10319604;Бабушкинский;;Свиблово;Кольская 8 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/272251671/;Москва;sale;flat;6;15;1;32.0;271488;8687616;Люблино;;Депо;Люблинский парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/272669022/;Москва;sale;flat;1;15;1;33.6;322417;10833244;Южное Медведково;;Медведково;Полярная 25 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/285823135/;Москва;sale;flat;5;9;1;34.5;207252;7150194;Южное Бутово;;Щербинка;Никольские Луга ЖК
ID 101904221;developer;https://www.cian.ru/sale/flat/286014413/;Москва;sale;flat;18;25;1;38.41;220750;8479008;Люблино;Юго-Восточный ао;Марьино;Светлый Мир Станция Л ЖК
ПИК;developer;https://www.cian.ru/sale/flat/276513648/;Москва;sale;flat;13;33;1;32.3;289970;9366063;Гольяново;;Черкизовская;Амурский парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/284914962/;Москва;sale;flat;2;33;1;32.5;352894;11469055;Бутырский;к2.8;Бутырская;Руставели 14 ЖК
Мангазея;developer;https://www.cian.ru/sale/flat/285612833/;Москва;sale;flat;11;21;1;48.0;443760;21300480;Щукино;Щукинская;Стрешнево;Интонация
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/280748932/;Москва;sale;flat;3;6;1;48.23;1317200;63528556;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
ПИК;developer;https://www.cian.ru/sale/flat/275291362/;Москва;sale;flat;13;32;1;35.1;252095;8848569;Северное Медведково;к1.3;Медведково;Полар ЖК
ФСК;developer;https://www.cian.ru/sale/flat/271319140/;Москва;sale;flat;-1;-1;-1;3.0;5617520;16852560;Хорошевский;Зорге;Зорге;Рихард
ФСК;developer;https://www.cian.ru/sale/flat/271319124/;Москва;sale;flat;-1;-1;-1;2.0;9862480;19724960;Хорошевский;Зорге;Зорге;Рихард
ПИК;developer;https://www.cian.ru/sale/flat/275804302/;Москва;sale;flat;14;28;1;32.3;285324;9215997;Гольяново;;Черкизовская;Амурский парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/277095471/;Москва;sale;flat;28;33;1;32.1;290475;9324279;Отрадное;;Владыкино;Сигнальный 16 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/286096909/;Москва;sale;flat;2;32;1;37.9;364508;13814891;Филевский парк;;Багратионовская;Барклая 6 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/275409561/;Москва;sale;flat;20;23;1;31.9;293303;9356397;Текстильщики;Юго-Восточный ао;Текстильщики;Волжский Парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/276099760/;Москва;sale;flat;29;33;1;37.1;287850;10679235;Рязанский;Михайлова;Окская;Михайловский парк
ПИК;developer;https://www.cian.ru/sale/flat/281620141/;Москва;sale;flat;12;24;1;46.7;400767;18715865;Филевский парк;;Багратионовская;Барклая 6 ЖК
ПИК;developer;https://www.cian.ru/sale/flat/274560047/;Москва;sale;flat;29;33;1;32.5;365114;11866237;Головинский;Кронштадтский бульвар;Водный стадион;Кронштадтский 14
ПИК;developer;https://www.cian.ru/sale/flat/276513566/;Москва;sale;flat;20;33;1;36.1;293910;10610151;Гольяново;;Черкизовская;Амурский парк ЖК
ПИК;developer;https://www.cian.ru/sale/flat/275804454/;Москва;sale;flat;27;33;1;32.3;297848;9620522;Гольяново;;Черкизовская;Амурский парк ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/280875173/;Москва;sale;flat;6;18;1;38.4;416406;15990000;Алексеевский;Новоалексеевская;Алексеевская;Серебряный фонтан
Пионер;developer;https://www.cian.ru/sale/flat/283969757/;Москва;sale;flat;-1;-1;-1;202.0;79417;16042265;Марьина роща;Полковая;Савёловская;PRIDE
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/285879109/;Москва;sale;flat;14;30;1;41.0;407317;16700000;Зябликово;Ореховый бульвар;Красногвардейская;Fresh
MR Group;developer;https://www.cian.ru/sale/flat/273739914/;Москва;sale;flat;-1;-1;-1;202.0;115369;23304629;Раменки;1-й Сетуньский проезд;Лужники;Hide
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/273535976/;Москва;sale;flat;7;11;1;41.0;535365;21950000;Тверской;2-я Брестская;Маяковская;Резиденция Тверская
ПИК;developer;https://www.cian.ru/sale/flat/284914961/;Москва;sale;flat;2;33;1;32.6;351681;11464833;Бутырский;к2.8;Бутырская;Руставели 14 ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/271502124/;Москва;sale;flat;4;21;1;40.9;281173;11500000;Сокольники;Сокольнический Вал;Рижская;
ПИК;developer;https://www.cian.ru/sale/flat/286577280/;Москва;sale;flat;6;23;1;32.3;257244;8309001;Царицыно;;Кантемировская;Кавказский Бульвар 51 ЖК
Мангазея;developer;https://www.cian.ru/sale/flat/286906175/;Москва;sale;flat;7;21;1;47.6;426560;20304256;Щукино;Щукинская;Стрешнево;Интонация
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/284512141/;Москва;sale;flat;6;22;1;35.9;236768;8500000;;;Филатов Луг;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/273728681/;Москва;sale;flat;5;22;1;36.1;311634;11250000;Орехово-Борисово Северное;Борисовский проезд;Шипиловская;
RAN-realty;real_estate_agent;https://www.cian.ru/sale/flat/287104620/;Москва;sale;flat;7;30;1;37.3;391420;14600000;Можайский;переулок 2-й Петра Алексеева;Рабочий посёлок;КутузовGRAD II
VOSHOD;developer;https://www.cian.ru/sale/flat/285674285/;Москва;sale;flat;-1;-1;-1;202.0;175626;35476610;Филевский парк;Василисы Кожиной;Филёвский парк;AHEAD
St Michael;developer;https://www.cian.ru/sale/flat/282823445/;Москва;sale;flat;18;21;1;36.56;538407;19684160;Хорошевский;Зорге;Зорге;Зорге 9
VSN Realty;real_estate_agent;https://www.cian.ru/sale/flat/287250389/;Москва;sale;flat;3;9;1;55.3;484900;26814984;Кунцево;Академика Павлова;Молодёжная;TWICE
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/275923519/;Москва;sale;flat;6;6;1;81.65;2200200;179646330;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
ASTERUS;developer;https://www.cian.ru/sale/flat/274202141/;Москва;sale;flat;10;18;1;37.68;449900;16952232;Покровское-Стрешнево;;Спартак;Алиа ЖК
ФСК;developer;https://www.cian.ru/sale/flat/251715732/;Москва;sale;flat;-1;-1;-1;202.0;94592;19107584;Хорошево-Мневники;;Народное Ополчение;Сидней Сити ЖК
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/275923507/;Москва;sale;flat;4;6;1;62.79;962200;60416538;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
Sezar Group;developer;https://www.cian.ru/sale/flat/283289274/;Москва;sale;flat;21;25;1;47.6;499500;23776200;Тропарево-Никулино;проспект Вернадского;;Клубный дом Full House
MR Group;developer;https://www.cian.ru/sale/flat/273739886/;Москва;sale;flat;-1;-1;-1;202.0;144188;29125987;Раменки;1-й Сетуньский проезд;Лужники;Hide
ФСК;developer;https://www.cian.ru/sale/flat/274167955/;Москва;sale;flat;-1;-1;-1;202.0;110801;22381920;Хорошево-Мневники;к2/1;Хорошёво;Сидней Сити ЖК
Forma;developer;https://www.cian.ru/sale/flat/276446994/;Москва;sale;flat;4;20;1;38.77;418002;16205976;Даниловский;Автозаводская;Тульская;FORST
ФСК;developer;https://www.cian.ru/sale/flat/264672543/;Москва;sale;flat;-1;-1;-1;202.0;108230;21862520;Хорошево-Мневники;к2/1;Хорошёво;Сидней Сити ЖК
ASTERUS;developer;https://www.cian.ru/sale/flat/276204713/;Москва;sale;flat;20;25;1;59.62;392800;23418736;Покровское-Стрешнево;;Спартак;Алиа ЖК
MR Group;developer;https://www.cian.ru/sale/flat/273739891/;Москва;sale;flat;-1;-1;-1;202.0;122490;24743082;Раменки;1-й Сетуньский проезд;Лужники;Hide
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/276503708/;Москва;sale;flat;2;5;1;31.0;370967;11500000;Басманный;Денисовский переулок;Курская;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/280612156/;Москва;sale;flat;14;17;1;42.4;168632;7150000;Южное Бутово;Маршала Савицкого;Аннино;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/284803303/;Москва;sale;flat;4;14;1;40.0;190000;7600000;Южное Бутово;2-я Мелитопольская;Бутово;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282912174/;Москва;sale;flat;7;9;1;31.0;467741;14500000;Аэропорт;Ленинградский проспект;Аэропорт;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/281522043/;Москва;sale;flat;1;9;1;32.4;256172;8300000;Ховрино;Зеленоградская;Ховрино;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/285608474/;Москва;sale;flat;16;25;1;41.0;334146;13700000;Очаково-Матвеевское;Аминьевское шоссе;Аминьевская;Вестердам
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/284342578/;Москва;sale;flat;9;22;1;17.1;346023;5917000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284346667/;Москва;sale;flat;3;9;1;31.7;694006;22000000;Пресненский;Вспольный переулок;Баррикадная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/283206068/;Москва;sale;flat;9;22;1;20.8;312884;6508000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ID 18262191;homeowner;https://www.cian.ru/sale/flat/287335183/;Москва;sale;flat;13;16;1;42.0;369047;15500000;Северное Медведково;Широкая;Медведково;
ID 257780;realtor;https://www.cian.ru/sale/flat/285094688/;Москва;sale;flat;3;10;1;30.0;377333;11320000;Можайский;Рябиновая;Рабочий посёлок;КутузовGRAD I
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/282129012/;Москва;sale;flat;10;14;1;45.5;200000;9100000;Сокол;Балтийская;Сокол;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/279957942/;Москва;sale;flat;5;5;1;20.4;256500;5232600;Черемушки;Херсонская;Зюзино;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/283967735/;Москва;sale;flat;5;14;1;34.8;294540;10250000;Кунцево;Бобруйская;Молодёжная;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/275434869/;Москва;sale;flat;10;14;1;25.2;353174;8900000;Сокол;Ленинградский проспект;Сокол;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/269644572/;Москва;sale;flat;3;5;1;20.1;323383;6500000;Черемушки;Херсонская;Зюзино;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/286917700/;Москва;sale;flat;8;18;1;56.6;268551;15200000;Куркино;Родионовская;Планерная;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/282005545/;Москва;sale;flat;10;10;1;27.6;337250;9308100;Проспект Вернадского;проспект Вернадского;Проспект Вернадского;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/286043709/;Москва;sale;flat;2;9;1;29.3;375085;10990000;Останкинский;2-я Новоостанкинская;Улица Академика Королёва;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/281751033/;Москва;sale;flat;4;5;1;12.3;395000;4858500;Хорошевский;Хорошевское шоссе;Беговая;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/284008585/;Москва;sale;flat;2;9;1;32.6;271472;8850000;Тимирязевский;3-й Нижнелихоборский проезд;Окружная;
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/286661474/;Москва;sale;flat;9;25;1;38.4;390364;14990000;Можайский;Рябиновая;Кунцевская;КутузовGRAD I
ЕГЦН-М;real_estate_agent;https://www.cian.ru/sale/flat/286867432/;Москва;sale;flat;9;14;1;19.0;400000;7600000;Сокол;Балтийская;Сокол;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/286666327/;Москва;sale;flat;1;9;1;32.7;244648;8000000;Вешняки;Старый Гай;Новогиреево;
Excellent real estate;real_estate_agent;https://www.cian.ru/sale/flat/286462948/;Москва;sale;flat;19;59;1;39.0;538461;21000000;Тимирязевский;Дмитровский проезд;Дмитровская;D1
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287082741/;Москва;sale;flat;9;22;1;19.5;305897;5965000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/268826365/;Москва;sale;flat;2;7;1;98.0;969387;95000000;Арбат;Филипповский переулок;Арбатская;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/286978957/;Москва;sale;flat;12;16;1;44.8;247767;11100000;Текстильщики;8-я Текстильщиков;Текстильщики;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/287091367/;Москва;sale;flat;3;5;1;42.0;857142;36000000;Тверской;Петровка;Трубная;La Rue
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/283214639/;Москва;sale;flat;10;12;1;36.0;322222;11600000;Царицыно;Кавказский бульвар;Кантемировская;
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/287211836/;Москва;sale;flat;10;14;1;38.4;325520;12500000;Останкинский;Сельскохозяйственная;Ботанический сад;Green park
ID 15381315;realtor;https://www.cian.ru/sale/flat/287204321/;Москва;sale;flat;4;20;1;38.6;386010;14900000;Западное Дегунино;Дмитровское шоссе;Верхние Лихоборы;Талисман на Дмитровском
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287073749/;Москва;sale;flat;10;22;1;-1;-6111000;6111000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/262343028/;Москва;sale;flat;13;14;1;53.1;704331;37400000;Замоскворечье;Мытная;Серпуховская;Английский квартал
Forma;developer;https://www.cian.ru/sale/flat/286516978/;Москва;sale;flat;-1;-1;-1;202.0;81035;16369215;Аэропорт;Часовая;Красный Балтиец;SOUL
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/279629349/;Москва;sale;flat;7;25;1;52.5;257142;13500000;;;Филатов Луг;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/286635296/;Москва;sale;flat;34;38;1;37.0;405405;15000000;Бутырский;Новодмитровская;Дмитровская;Савеловский Сити
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/287028842/;Москва;sale;flat;3;11;1;43.0;493441;21218000;Басманный;Казакова;Курская;KAZAKOV Grand Loft
ЕГЦН-М;real_estate_agent;https://www.cian.ru/sale/flat/285050546/;Москва;sale;flat;5;5;1;17.4;381500;6638100;Хорошевский;Хорошевское шоссе;Беговая;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/283767578/;Москва;sale;flat;14;22;1;38.4;611979;23500000;Красносельский;Большая Спасская;Площадь трёх вокзалов;Dialog
DOORS AGENCY;real_estate_agent;https://www.cian.ru/sale/flat/285344080/;Москва;sale;flat;32;37;1;41.6;367764;15299000;Раменки;Мосфильмовская;Аминьевская;
MiniStudioRealty;real_estate_agent;https://www.cian.ru/sale/flat/281742376/;Москва;sale;flat;1;5;1;17.7;310500;5495850;Хорошевский;Хорошевское шоссе;Беговая;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/282938882/;Москва;sale;flat;1;5;1;18.0;307500;5535000;Хорошевский;Хорошевское шоссе;Беговая;
ЕГСН Продажа;real_estate_agent;https://www.cian.ru/sale/flat/262343029/;Москва;sale;flat;13;14;1;54.1;709796;38400000;Замоскворечье;Мытная;Серпуховская;Английский квартал
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/286976087/;Москва;sale;flat;2;2;1;11.6;390000;4524000;Хорошевский;Хорошевское шоссе;Беговая;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/286057265/;Москва;sale;flat;5;5;1;20.4;256500;5232600;Черемушки;Херсонская;Зюзино;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/286988891/;Москва;sale;flat;9;22;1;15.6;345384;5388000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287085862/;Москва;sale;flat;1;2;1;17.7;310500;5495850;Хорошевский;Хорошевское шоссе;Беговая;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/286050698/;Москва;sale;flat;10;22;1;17.2;346220;5955000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287020290/;Москва;sale;flat;9;22;1;17.1;346023;5917000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/283140148/;Москва;sale;flat;9;22;1;20.6;308398;6353000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/286997462/;Москва;sale;flat;9;22;1;-1;-6353000;6353000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/286587616/;Москва;sale;flat;9;22;1;20.8;312884;6508000;Тропарево-Никулино;Ленинский проспект;Юго-Западная;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/280298754/;Москва;sale;flat;1;2;1;19.0;405263;7700000;Соколиная гора;Вольная;Семёновская;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/285081444/;Москва;sale;flat;2;2;1;27.0;295000;7965000;Преображенское;Электрозаводская;Преображенская площадь;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/273502092/;Москва;sale;flat;1;9;1;32.1;249221;8000000;Зябликово;Шипиловская;Шипиловская;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287109703/;Москва;sale;flat;1;14;1;41.3;230000;9499000;Сокол;Ленинградский проспект;Сокол;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/287086842/;Москва;sale;flat;4;5;1;29.4;326800;9607920;Хорошевский;Хорошевское шоссе;Беговая;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/286625407/;Москва;sale;flat;1;8;1;48.5;260000;12610000;Преображенское;Электрозаводская;Преображенская площадь;
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/286672360/;Москва;sale;flat;21;31;1;37.8;383333;14490000;Раменки;Лобачевского;Проспект Вернадского;Крылья
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/272801609/;Москва;sale;flat;10;28;1;48.0;552083;26500000;Тропарево-Никулино;Мичуринский проспект Олимпийская деревня;Мичуринский проспект;Чемпион парк
Level Group;developer;https://www.cian.ru/sale/flat/286107141/;Москва;sale;flat;3;17;1;36.1;447802;16165671;Басманный;Большая Почтовая;Электрозаводская;Level Бауманская
ПИК;developer;https://www.cian.ru/sale/flat/270796609/;Москва;sale;flat;17;33;1;34.1;277056;9447622;Царицыно;;Кантемировская;Кавказский Бульвар 51 ЖК
ЕГЦН-М;real_estate_agent;https://www.cian.ru/sale/flat/282553699/;Москва;sale;flat;1;3;1;18.4;305000;5612000;Хорошевский;Хорошевское шоссе;Беговая;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/287304162/;Москва;sale;flat;2;14;1;41.3;217900;8999270;Сокол;Балтийская;Сокол;
ИМПЕРИАЛ;official_representative;https://www.cian.ru/sale/flat/287304229/;Москва;sale;flat;1;14;1;81.1;240000;19464000;Сокол;Балтийская;Сокол;
ASTERUS;developer;https://www.cian.ru/sale/flat/279559415/;Москва;sale;flat;10;25;1;57.32;341301;19563400;Покровское-Стрешнево;;Спартак;Алиа ЖК
